MajorPorts,Province,Year,Latitude,Longitude,Values
Blang Lancang (Arun),Aceh,1997,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,1997,,,61.9
Bitung,Sulawesi Utara,1997,1.4389,125.19403,388.6
Bima,NTB,1997,-8.44602,118.71591,0
Benoa/Loloan,Bali,1997,-8.74329,115.20943,40.6
Belawan,Sumatera Utara,1997,3.79246,98.71623,4321.7
Batu Ampar,Kepulauan Riau,1997,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,1997,-3.33321,114.5551,7948.1
Balongan,Jawa Barat,1997,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,1997,-1.25527,116.81594,5919.2
Bade Irian Jaya,Papua,1997,7.1687,139.5937,0
Atapupu,NTT,1997,8.9964,124.8617,0
Arjuna,Jawa Barat,1997,7.816666667,112.5666667,1261
Ambon,Maluku,1997,-3.6941,128.17627,406.5
Amamapare,Papua,1997,-4.82653,136.84068,1717.6
Waingapu,NTT,1996,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,1996,5.133333333,119.4,399.6
Tuban,Jawa Timur,1996,-6.786842,111.8976,0
Ternate,Maluku Utara,1996,0.78066,127.38809,1461
Tenau,NTT,1996,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,1996,1.3,131.0166667,936.8
Tanjung Santan,Kalimantan Timur,1996,8.733333333,109,0
Tanjung Sangata,Kalimantan Timur,1996,0.366666667,117.5666667,0
Tanjung Priok,DKI Jakarta,1996,-6.10492,106.87615,10763.1
Tanjung Pinang,Kepulauan Riau,1996,0.92914,104.45295,687.7
Tanjung Perak,Jawa Timur,1996,7.216666667,112.7333333,2775.8
Tanjung Emas,Jawa Tengah,1996,6.883333333,110.4,641.3
Sorong,Papua Barat,1996,-0.87802,131.24612,100.5
Soekarno Hatta 1,DKI Jakarta,1996,5.1225,119.4078,0
Senipah,Kalimantan Timur,1996,0.95,117.1666667,1443.7
Sekupang,Kepulauan Riau,1996,1.133333333,103.9166667,0
Samarinda,Kalimantan Timur,1996,-0.50507,117.15071,4555.3
Pulau Sambu,Kepulauan Riau,1996,1.166666667,103.9,5893.9
Pontianak,Kalimantan Barat,1996,-0.01847,109.33552,802.2
Pomalaa,Sulawesi Tenggara,1996,-4.23145,121.57935,306.1
Pantoloan,Sulawesi Tengah,1996,-0.69477,119.84041,50.2
Panjang,Lampung,1996,5.466666667,105.3166667,1425.3
Pangkalan Susu,Sumatera Utara,1996,4.116666667,98.21666667,0.7
Palembang0Plaju,Sumatera Selatan,1996,2.984722222,104.8347222,0
Palembang (Kertapati),Sumatera Selatan,1996,-2.178201,104.952,929.7
Pakanbaru/Rumbai,Riau,1996,0.5566,101.4507,628.1
Padang/Teluk Bayur,Sumatera Barat,1996,-8.53394,115.5086,2298.6
Ngurah Rai 1,Bali,1996,-8.75,115.1667,16.9
Musi River/Boom Baru,Sumatera Selatan,1996,2.981111111,104.7816667,0
Merak,Banten,1996,5.95,106,123.1
Mamuju,Sulawesi Barat,1996,-2.66758,118.8942,0
Malili,Sulawesi Selatan,1996,-2.66317,120.98228,45.4
Lingkas Tarakan,Kalimantan Timur,1996,3.283333333,117.6,145.4
Kupang,NTT,1996,-10.15375,123.59051,15.8
Kotabaru,Kalimantan Selatan,1996,3.233333333,116.2166667,0
Kolaka,Sulawesi Tenggara,1996,4.0581,121.5851,0
Kabil/Panau,Kepulauan Riau,1996,1.352016667,104.1581722,0
Hasanuddin 1,Sulawesi Selatan,1996,-5.14,119.4221,0
Dumai,Riau,1996,1.6861,101.44849,0
Cirebon,Jawa Barat,1996,-6.70907,108.57073,0.2
Cilacap,Jawa Tengah,1996,-7.74913,109.01491,704
Cigading,Banten,1996,6.016666667,105.95,0
Bontang,Kalimantan Timur,1996,0.08553,117.48763,16545.6
Blang Lancang (Arun),Aceh,1996,5.233333333,97.1,0
"Bituni, Papua",Papua Barat,1996,,,0
Bitung,Sulawesi Utara,1996,1.4389,125.19403,291.1
Bima,NTB,1996,-8.44602,118.71591,0
Benoa/Loloan,Bali,1996,-8.74329,115.20943,18.3
Belawan,Sumatera Utara,1996,3.79246,98.71623,3584.5
Batu Ampar,Kepulauan Riau,1996,1.169719444,104.02,0
Banjarmasin,Kalimantan Selatan,1996,-3.33321,114.5551,4584.8
Balongan,Jawa Barat,1996,6.360561111,108.3902806,0
Balikpapan,Kalimantan Timur,1996,-1.25527,116.81594,2512.8
Bade Irian Jaya,Papua,1996,7.1687,139.5937,0
Atapupu,NTT,1996,8.9964,124.8617,0
Arjuna,Jawa Barat,1996,7.816666667,112.5666667,1062.2
Ambon,Maluku,1996,-3.6941,128.17627,697.5
Amamapare,Papua,1996,-4.82653,136.84068,1851.3
