,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
799,@HaasF1Team @F1 An acquaintance had to come back to show how far Haas had come.  The Ferrari UP will now be competitive.,0.0, 0.918, 0.082, 0.1779, 0.0, 1.0, 0.0, 0.0, 0.0
810,@robantheanimals I blogged too! (mine will be out tomorrow) First time since October! Oops ...,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
872,Proud of this girl ❤️ https://t.co/I628fZAwhD,0.0, 0.563, 0.437, 0.4767, 0.0, 0.0, 0.5, 0.0, 0.5
875,@zachary_hache @LangCanada @GuardmeIns @LangCanada is one of the most corrupt organizations. The lady who came to “audit” the last school I saw them at was disgusting distasteful and so corrupt #itsallaboutthemoney,0.129, 0.871, 0.0, -0.5267, 0.2, 0.4, 0.0, 0.2, 0.2
880,"@LangCanada @GuardmeIns Connect, share, learn, collaborate, and exploit! Don’t forget the conditions teachers labour under in this country. Absolutely shameful #intled #Canada #wagetheft",0.304, 0.601, 0.094, -0.5974, 0.33, 0.33, 0.0, 0.33, 0.0
938,"hello mina from twice hello ronaldo from brasil
hache pio",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
941,"@navvyia Aaaaa thank you so much for these nice words, today is my birthday and I was feeling pretty low but reading this made me feel much better 😭
Youre amazing navvy, never change!!",0.037, 0.569, 0.394, 0.9335, 0.14, 0.0, 0.29, 0.29, 0.29
952,"My mom: i hope you have a great birthday, it's your day and is special
Also my mom: im mad and sad at you because you're making the same mistakes i did but I'm not gonna tell you what is, and I'm also gonna say how much of a victim i am and how useless you are",0.196, 0.703, 0.101, -0.7096, 0.11, 0.11, 0.22, 0.33, 0.22
954,"@KillingEve @BBCAMERICA @AMCPlus Yay it's Margate my neck of the woods, whoop whoop dreamland they're filming a period drama or movie there at the moment",0.0, 0.855, 0.145, 0.5267, 0.0, 1.0, 0.0, 0.0, 0.0
957,los mercedes ??? damn,0.574, 0.426, 0.0, -0.4019, 0, 0, 0, 0, 0
961,"@Gigatechhater Like any game that was delayed, as a work in progress",0.134, 0.493, 0.373, 0.5267, 0.0, 1.0, 0.0, 0.0, 0.0
1011,Bottas out-qualifying Russell #WTF1 #BahrainGP https://t.co/eeiIgTQ8wW,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1040,@pablokopoulos Belloo,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1103,"Conguito, Eva Hache is faster than you. I repeat, EVA HACHE IS FASTER THAN YOU",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1116,Haas splitting the Red Bulls in Q1 #WTF1 #BahrainGP https://t.co/eUVxV2fbu1,0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
1124,@MileyUpdates Never be me is that ballad,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
1133,@althiaraj @TorontoStar Congratulations! You’re the best! Cheers!,0.0, 0.142, 0.858, 0.9198, 0.0, 0.0, 0.5, 0.0, 0.5
