,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
256,"maho lama kol ashaby yekono beytfarago 3la show esmo ""all of us are dead"" yeb2a fe moshkla",0.223, 0.777, 0.0, -0.6486, 0, 0, 0, 0, 0
257,"Fun facts: I have not watched Money Heist,(like watch it watch it), ALL OF US ARE DEAD and that Thomas Shelby series.  but I will soon",0.099, 0.821, 0.08, -0.128, 0.0, 0.0, 0.25, 0.0, 0.75
258,@brchielivs LMFAOOO why’d i imagine you running at a wall like the zombies on all of us are dead,0.207, 0.673, 0.12, -0.4215, 0.5, 0.0, 0.0, 0.0, 0.5
260,soo i’ve nearly finished all of us are dead and i can’t decide what drama i should watch next out of these two,0.177, 0.823, 0.0, -0.6486, 0.0, 0.5, 0.0, 0.0, 0.5
261,All of us are Dead foi excelente 10/10,0.381, 0.619, 0.0, -0.6486, 0, 0, 0, 0, 0
262,SU HYEOK from all of us are dead is so hot ahhhh,0.281, 0.719, 0.0, -0.6486, 0.0, 0.0, 0.0, 1.0, 0.0
263,@s6rawat qual teu fav de all of us are dead,0.301, 0.49, 0.21, -0.3182, 0, 0, 0, 0, 0
265,All of Us Are Dead sure is teaching me a lot of Korean swears.,0.242, 0.562, 0.197, -0.4215, 0.25, 0.25, 0.0, 0.5, 0.0
267,Had to draw Cheong-san and On-jo because All of Us are Dead had a death grip on my heart the whole time I was watching it https://t.co/smHwisc5Bf,0.263, 0.737, 0.0, -0.8481, 0.0, 0.6, 0.0, 0.2, 0.2
268,@SunnyLeone @SonnalliSeygall @samirsoni123 @MXPlayer All of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
269,"My 6year old woke up for water and asked me ""Mommy what is hair made of? Are there really zombies like the ones chasing On-Jo (from Kdrama All Of Us Are Dead)? Does @bts_twt dorm have cockroaches?"" all in one breath. OMG what in the world-💀

 Listen to #BTS_Butter by #bts",0.0, 0.931, 0.069, 0.5136, 0.0, 0.25, 0.0, 0.25, 0.5
271,"All Of Us Are Dead

[spoilers ahead]",0.462, 0.538, 0.0, -0.6486, 0, 0, 0, 0, 0
272,@Koreanstorys1 All of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
274,"@AfiaDrah @netflix In from the cold 
All of us are dead",0.35, 0.65, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.0, 1.0
276,@kdrama_menfess all of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
278,"@_nuiinu @0l0cvxx y'all it's "" all of us are dead "" 💀",0.417, 0.583, 0.0, -0.6486, 0, 0, 0, 0, 0
279,"@JesicaAhlberg Netflix : 
All of us are Dead.
Mystic Pop  up Bar. 
The Witcher 
Legends of Tommorow 
Locke and Key 

Amazon prime: 
Chuck
Downtown Abbey 
Bones 
Buffy the Vampire Slayer",0.134, 0.812, 0.053, -0.5574, 0.0, 0.67, 0.0, 0.33, 0.0
280,@MrTj_RBLX was that all of us are dead?,0.417, 0.583, 0.0, -0.6486, 0, 0, 0, 0, 0
282,@Kipkorir_Denno @WanguiNgirici Seeing this after watching 'All of us are dead ' gives me indecent thoughts.,0.281, 0.719, 0.0, -0.6486, 0.0, 0.5, 0.0, 0.25, 0.25
283,Hoping me and bestie can finish watching the rest of all of us are dead tonight.,0.204, 0.664, 0.133, -0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
284,@bitchlifeindeth they won’t stop until all of us are dead,0.481, 0.519, 0.0, -0.7579, 0, 0, 0, 0, 0
288,@vantaestarz Squid game or all of us are dead 😀,0.381, 0.619, 0.0, -0.6486, 0, 0, 0, 0, 0
289,"i just finished watching all of us are dead and bruh, ive never cried so much throughout any move or series. what the fuck.",0.26, 0.667, 0.073, -0.7661, 0.0, 0.0, 0.5, 0.0, 0.5
295,@Stfuarslan recently all of us are dead,0.462, 0.538, 0.0, -0.6486, 0, 0, 0, 0, 0
296,One day all of us will die but—and this is the important thing—we are not dead yet.,0.169, 0.605, 0.227, 0.088, 0.0, 0.0, 1.0, 0.0, 0.0
